"Time(CDT)","Access point","SSID","Client","Category","Event type","Details"
"Jul 12 12:03:39","opdc-ap-1a4","Tyler-Corp","Saschas-iPhone","802.11","802.11 disassociation","""client has left AP"""
"Jul 12 12:03:38","opdc-ap-1a4","Tyler-Corp","Saschas-iPhone","802.11","802.11 association","""channel: 157, rssi: 52, band: 5"""
"Jul 12 12:03:38","opdc-ap-1a4","Tyler-Corp","Saschas-iPhone","802.1X","RADIUS response","""radio: 1, vap: 1, group: """
"Jul 12 12:03:37","opdc-ap-1a4","Tyler-Corp","Saschas-iPhone","802.11","802.11 disassociation","""client has left AP"""
"Jul 12 12:03:37","opdc-ap-1a4","Tyler-Corp","Saschas-iPhone","802.11","802.11 association","""channel: 157, rssi: 52, band: 5"""
"Jul 12 12:03:37","opdc-ap-1a4","Tyler-Corp","Saschas-iPhone","802.1X","RADIUS response","""radio: 1, vap: 1, group: """
"Jul 12 12:03:37","opdc-ap-1a4","Tyler-Corp2","Saschas-iPhone","802.11","802.11 disassociation","""client has left AP"""
"Jul 12 12:03:37","opdc-ap-1a4","Tyler-Corp2","Saschas-iPhone","WPA","WPA deauthentication","""radio: 1, vap: 4, client_mac: 26:49:12:33:C6:97"""
"Jul 12 12:03:36","opdc-ap-1a8","Tyler-Guest","iPhone-5","WPA","WPA authentication",""""""
"Jul 12 12:03:36","opdc-ap-1a8","Tyler-Guest","iPhone-5","802.11","802.11 association","""channel: 44, rssi: 40, band: 5"""
"Jul 12 12:03:16","opdc-ap-2a5","Tyler-Guest","Chris-iPhone-Xs","802.11","802.11 disassociation","""client not responding"""
"Jul 12 12:03:16","opdc-ap-2a5","Tyler-Guest","Chris-iPhone-Xs","WPA","WPA deauthentication","""radio: 1, vap: 0, client_mac: 4A:02:D4:7D:D6:D9, aid: 1454989955"""
"Jul 12 12:03:13","opdc-ap-1a10","Tyler-Guest","Chris-iPhone-Xs","WPA","WPA authentication",""""""
"Jul 12 12:03:13","opdc-ap-1a10","Tyler-Guest","Chris-iPhone-Xs","802.11","802.11 association","""channel: 60, rssi: 55, band: 5"""
"Jul 12 12:03:06","opdc-ap-2a5","Tyler-Guest","d6:89:ff:a5:e6:f5","802.11","802.11 disassociation","""client association expired"""
"Jul 12 12:03:02","opdc-ap-2a5","Tyler-Guest","d6:89:ff:a5:e6:f5","802.11","802.11 association","""channel: 100, rssi: 46, band: 5"""
"Jul 12 12:03:01","opdc-ap-1a11","Tyler-Corp2","4557a695-221a-45bc-9475-1023cb7ea59b","802.11","802.11 disassociation","""client not responding"""
"Jul 12 12:03:01","opdc-ap-1a11","Tyler-Corp2","4557a695-221a-45bc-9475-1023cb7ea59b","WPA","WPA deauthentication","""radio: 1, vap: 4, client_mac: B2:F8:7E:8B:BB:C4, aid: 972508140"""
"Jul 12 12:03:01","opdc-ap-1a9","Tyler-Guest","Chris-iPhone-Xs","WPA","WPA authentication",""""""
"Jul 12 12:03:01","opdc-ap-1a9","Tyler-Guest","Chris-iPhone-Xs","802.11","802.11 association","""channel: 140, rssi: 51, band: 5"""
"Jul 12 12:03:01","opdc-ap-1a10","Tyler-Corp2","4557a695-221a-45bc-9475-1023cb7ea59b","802.11","802.11 disassociation","""client not responding"""
"Jul 12 12:03:01","opdc-ap-1a10","Tyler-Corp2","4557a695-221a-45bc-9475-1023cb7ea59b","WPA","WPA deauthentication","""radio: 1, vap: 4, client_mac: B2:F8:7E:8B:BB:C4, aid: 692366122"""
"Jul 12 12:02:58","opdc-ap-1a12","Tyler-Corp","jeffs-iPhone","802.11","802.11 association","""channel: 165, rssi: 41, band: 5"""
"Jul 12 12:02:58","opdc-ap-1a12","Tyler-Corp","jeffs-iPhone","802.1X","RADIUS response","""radio: 1, vap: 1, group: """
"Jul 12 12:02:41","opdc-ap-2a5","Tyler-Guest","Chris-iPhone-Xs","WPA","WPA authentication",""""""
"Jul 12 12:02:41","opdc-ap-2a5","Tyler-Guest","Chris-iPhone-Xs","802.11","802.11 association","""channel: 100, rssi: 30, band: 5"""
"Jul 12 12:02:41","opdc-ap-2a5","Tyler-Guest","d6:89:ff:a5:e6:f5","802.11","802.11 disassociation","""client association expired"""
"Jul 12 12:02:38","opdc-ap-2a5","Tyler-Guest","BV591J3","802.11","802.11 disassociation","""client not responding"""
"Jul 12 12:02:38","opdc-ap-2a5","Tyler-Guest","BV591J3","WPA","WPA deauthentication","""radio: 1, vap: 0, client_mac: 98:43:FA:2A:F0:03, aid: 643773984"""
"Jul 12 12:02:37","opdc-ap-2a5","Tyler-Guest","d6:89:ff:a5:e6:f5","802.11","802.11 association","""channel: 100, rssi: 46, band: 5"""
"Jul 12 12:02:37","opdc-ap-2a8","Tyler-Guest","Chris-iPhone-Xs","802.11","802.11 disassociation","""client not associated"""
"Jul 12 12:02:37","opdc-ap-1a12","Tyler-Corp2","76:e0:5f:c5:7c:40","802.11","802.11 disassociation","""client association expired"""
"Jul 12 12:02:34","opdc-ap-1a12","Tyler-Corp2","76:e0:5f:c5:7c:40","802.11","802.11 association","""channel: 1, rssi: 56, band: 2"""
"Jul 12 12:02:33","opdc-ap-2a3","Tyler-Guest","42:bb:fb:e6:d5:b0","802.11","802.11 disassociation","""client association expired"""
"Jul 12 12:02:29","opdc-ap-2a3","Tyler-Guest","42:bb:fb:e6:d5:b0","802.11","802.11 association","""channel: 40, rssi: 52, band: 5"""
"Jul 12 12:02:28","opdc-ap-1a6","Tyler-Guest","Chris-iPhone-Xs","WPA","WPA authentication",""""""
"Jul 12 12:02:28","opdc-ap-1a6","Tyler-Guest","Chris-iPhone-Xs","802.11","802.11 association","""channel: 1, rssi: 42, band: 2"""
"Jul 12 12:02:27","opdc-ap-2a7","Tyler-Guest","GX1RHW3","802.11","802.11 disassociation","""unspecified reason"""
"Jul 12 12:02:24","opdc-ap-1a13","Tyler-Corp2","76:e0:5f:c5:7c:40","802.11","802.11 disassociation","""client association expired"""
"Jul 12 12:02:22","opdc-ap-2a8","Tyler-Guest","Chris-iPhone-Xs","WPA","WPA authentication",""""""
"Jul 12 12:02:22","opdc-ap-2a8","Tyler-Guest","Chris-iPhone-Xs","802.11","802.11 association","""channel: 1, rssi: 28, band: 2"""
"Jul 12 12:02:20","opdc-ap-1a13","Tyler-Corp2","76:e0:5f:c5:7c:40","802.11","802.11 association","""channel: 11, rssi: 36, band: 2"""
"Jul 12 12:02:19","opdc-ap-1a12","Tyler-Corp2","76:e0:5f:c5:7c:40","802.11","802.11 disassociation","""client association expired"""
"Jul 12 12:02:16","opdc-ap-2a5","Tyler-Guest","d6:89:ff:a5:e6:f5","802.11","802.11 disassociation","""client association expired"""
"Jul 12 12:02:15","opdc-ap-1a12","Tyler-Corp2","76:e0:5f:c5:7c:40","802.11","802.11 association","""channel: 165, rssi: 42, band: 5"""
"Jul 12 12:02:12","opdc-ap-2a5","Tyler-Guest","d6:89:ff:a5:e6:f5","802.11","802.11 association","""channel: 100, rssi: 46, band: 5"""
"Jul 12 12:02:12","opdc-ap-2a1","Tyler-Guest","86:62:79:7d:09:79","802.11","802.11 disassociation","""client has left AP"""
"Jul 12 12:02:09","opdc-ap-2a1","Tyler-Guest","86:62:79:7d:09:79","802.11","802.11 association","""channel: 6, rssi: 41, band: 2"""
"Jul 12 12:02:02","opdc-ap-2a5","Tyler-Guest","d6:89:ff:a5:e6:f5","802.11","802.11 disassociation","""client association expired"""
"Jul 12 12:02:02","opdc-ap-2a5","Tyler-Guest","iPhone-2","802.11","802.11 disassociation","""client not responding"""
"Jul 12 12:02:02","opdc-ap-2a5","Tyler-Corp","8Y9K9K3","802.11","802.11 disassociation","""client not responding"""
"Jul 12 12:02:02","opdc-ap-2a5","Tyler-Guest","iPhone-2","WPA","WPA deauthentication","""radio: 1, vap: 0, client_mac: 6A:C2:D6:3A:F7:E3, aid: 674609001"""
"Jul 12 12:02:01","opdc-ap-2a11","Tyler-Guest","Android","802.11","802.11 disassociation","""client not responding"""
"Jul 12 12:02:01","opdc-ap-2a11","Tyler-Guest","Android","WPA","WPA deauthentication","""radio: 1, vap: 0, client_mac: 8A:12:57:97:DB:04, aid: 360869443"""
"Jul 12 12:02:01","opdc-ap-2a12","Tyler-Guest","Android","802.11","802.11 disassociation","""client not responding"""
"Jul 12 12:02:01","opdc-ap-2a12","Tyler-Guest","Android","WPA","WPA deauthentication","""radio: 1, vap: 0, client_mac: 8A:12:57:97:DB:04, aid: 1711172115"""
"Jul 12 12:01:59","opdc-ap-2a5","Tyler-Guest","d6:89:ff:a5:e6:f5","802.11","802.11 association","""channel: 100, rssi: 46, band: 5"""
"Jul 12 12:01:59","opdc-ap-1a15","Tyler-Guest","Android","802.11","802.11 disassociation","""client not responding"""
"Jul 12 12:01:59","opdc-ap-1a15","Tyler-Guest","Android","WPA","WPA deauthentication","""radio: 1, vap: 0, client_mac: 8A:12:57:97:DB:04, aid: 1072912261"""
"Jul 12 12:01:59","opdc-ap-1a15","Tyler-Guest","Pixel-7-Pro","802.11","802.11 disassociation","""client not responding"""
"Jul 12 12:01:59","opdc-ap-1a15","Tyler-Guest","Pixel-7-Pro","WPA","WPA deauthentication","""radio: 1, vap: 0, client_mac: D4:3A:2C:97:66:18, aid: 1314250093"""
"Jul 12 12:01:58","opdc-ap-1a15","Tyler-Corp","5240030d-832c-4392-bb90-301bdcad198d","802.11","802.11 disassociation","""client not responding"""
"Jul 12 12:01:50","opdc-ap-2a7","Tyler-Guest","GX1RHW3","WPA","WPA authentication",""""""
"Jul 12 12:01:50","opdc-ap-2a7","Tyler-Guest","GX1RHW3","802.11","802.11 association","""channel: 161, rssi: 60, band: 5"""
"Jul 12 12:01:27","opdc-ap-2a2","Tyler-Guest","d6:89:ff:a5:e6:f5","802.11","802.11 disassociation","""client association expired"""
"Jul 12 12:01:24","opdc-ap-2a2","Tyler-Guest","d6:89:ff:a5:e6:f5","802.11","802.11 association","""channel: 1, rssi: 46, band: 2"""
"Jul 12 12:01:18","opdc-ap-1a7","Tyler-Guest","ae:3d:85:f3:ce:e5","802.11","802.11 disassociation","""client has left AP"""
"Jul 12 12:01:17","opdc-ap-1a7","Tyler-Guest","ae:3d:85:f3:ce:e5","802.11","802.11 association","""channel: 108, rssi: 43, band: 5"""
"Jul 12 12:01:16","opdc-ap-1a7","Tyler-Guest","ae:3d:85:f3:ce:e5","802.11","802.11 disassociation","""client association expired"""
"Jul 12 12:01:14","opdc-ap-2a5","Tyler-Guest","d6:89:ff:a5:e6:f5","802.11","802.11 disassociation","""client association expired"""
"Jul 12 12:01:12","opdc-ap-1a7","Tyler-Guest","ae:3d:85:f3:ce:e5","802.11","802.11 association","""channel: 108, rssi: 43, band: 5"""
"Jul 12 12:01:12","opdc-ap-1a7","Tyler-Corp","Robs-iPhone","802.11","802.11 disassociation","""client has left AP"""
"Jul 12 12:01:12","opdc-ap-1a7","Tyler-Corp","Robs-iPhone","802.11","802.11 association","""channel: 108, rssi: 43, band: 5"""
"Jul 12 12:01:12","opdc-ap-1a7","Tyler-Corp","Robs-iPhone","802.1X","RADIUS response","""radio: 1, vap: 1, group: """
"Jul 12 12:01:11","opdc-ap-2a5","Tyler-Guest","d6:89:ff:a5:e6:f5","802.11","802.11 association","""channel: 100, rssi: 47, band: 5"""
"Jul 12 12:00:37","opdc-ap-1a8","","Android","Events dropped","Events dropped","""60 events were not logged. <i class='asx_p fa fa-info-circle auto_hohelp events_dropped' alt='[Help]' />"""
"Jul 12 12:00:02","opdc-ap-2a2","Tyler-Guest","26:77:88:f5:0f:51","802.11","802.11 disassociation","""client has left AP"""
"Jul 12 11:59:59","opdc-ap-2a2","Tyler-Guest","26:77:88:f5:0f:51","802.11","802.11 association","""channel: 1, rssi: 44, band: 2"""
"Jul 12 11:59:40","opdc-ap-1a7","Tyler-Guest","ae:3d:85:f3:ce:e5","802.11","802.11 disassociation","""client association expired"""
"Jul 12 11:59:38","opdc-ap-1a12","Tyler-Corp2","76:e0:5f:c5:7c:40","802.11","802.11 disassociation","""client association expired"""
"Jul 12 11:59:36","opdc-ap-1a7","Tyler-Guest","ae:3d:85:f3:ce:e5","802.11","802.11 association","""channel: 108, rssi: 42, band: 5"""
"Jul 12 11:59:35","opdc-ap-1a12","Tyler-Corp2","76:e0:5f:c5:7c:40","802.11","802.11 association","""channel: 165, rssi: 43, band: 5"""
"Jul 12 11:59:18","opdc-ap-1a8","Tyler-Corp2","BRWB052165FABBE","WPA","WPA authentication",""""""
"Jul 12 11:59:17","opdc-ap-1a8","Tyler-Corp2","BRWB052165FABBE","802.11","802.11 association","""channel: 6, rssi: 39, band: 2"""
"Jul 12 11:59:12","opdc-ap-2a5","Tyler-Corp2","4557a695-221a-45bc-9475-1023cb7ea59b","WPA","WPA authentication",""""""
"Jul 12 11:59:12","opdc-ap-2a5","Tyler-Corp2","4557a695-221a-45bc-9475-1023cb7ea59b","802.11","802.11 association","""channel: 100, rssi: 42, band: 5"""
"Jul 12 11:59:06","opdc-ap-2a5","Tyler-Guest","d6:89:ff:a5:e6:f5","802.11","802.11 disassociation","""client association expired"""
"Jul 12 11:59:03","opdc-ap-2a5","Tyler-Guest","d6:89:ff:a5:e6:f5","802.11","802.11 association","""channel: 100, rssi: 47, band: 5"""
"Jul 12 11:59:02","opdc-ap-1a8","Tyler-Corp2","4557a695-221a-45bc-9475-1023cb7ea59b","802.11","802.11 disassociation","""client not responding"""
"Jul 12 11:59:02","opdc-ap-1a8","Tyler-Corp2","4557a695-221a-45bc-9475-1023cb7ea59b","WPA","WPA deauthentication","""radio: 1, vap: 4, client_mac: B2:F8:7E:8B:BB:C4, aid: 1608123474"""
"Jul 12 11:58:59","opdc-ap-1a9","Tyler-Corp2","4557a695-221a-45bc-9475-1023cb7ea59b","802.11","802.11 disassociation","""client not responding"""
"Jul 12 11:58:59","opdc-ap-1a9","Tyler-Corp2","4557a695-221a-45bc-9475-1023cb7ea59b","WPA","WPA deauthentication","""radio: 1, vap: 4, client_mac: B2:F8:7E:8B:BB:C4, aid: 99286390"""
"Jul 12 11:58:55","opdc-ap-2a5","Tyler-Guest","d6:89:ff:a5:e6:f5","802.11","802.11 disassociation","""client association expired"""
"Jul 12 11:58:55","opdc-ap-2a3","Tyler-Guest","b6:7f:43:71:d0:96","802.11","802.11 disassociation","""client association expired"""
"Jul 12 11:58:52","opdc-ap-2a5","Tyler-Guest","d6:89:ff:a5:e6:f5","802.11","802.11 association","""channel: 100, rssi: 46, band: 5"""
"Jul 12 11:58:52","opdc-ap-2a3","Tyler-Guest","b6:7f:43:71:d0:96","802.11","802.11 association","""channel: 40, rssi: 41, band: 5"""
"Jul 12 11:58:48","opdc-ap-2a6","Tyler-Corp2","4557a695-221a-45bc-9475-1023cb7ea59b","WPA","WPA authentication",""""""
"Jul 12 11:58:47","opdc-ap-2a6","Tyler-Corp2","4557a695-221a-45bc-9475-1023cb7ea59b","802.11","802.11 association","""channel: 64, rssi: 43, band: 5"""
"Jul 12 11:58:47","opdc-ap-2a6","Tyler-Guest","42:bb:fb:e6:d5:b0","802.11","802.11 disassociation","""client association expired"""
"Jul 12 11:58:46","opdc-ap-1a11","Tyler-Guest","Android","WPA","WPA authentication",""""""
"Jul 12 11:58:46","opdc-ap-1a11","Tyler-Guest","Android","802.11","802.11 association","""channel: 1, rssi: 39, band: 2"""
"Jul 12 11:58:46","opdc-ap-2a3","Tyler-Guest","b6:7f:43:71:d0:96","802.11","802.11 disassociation","""client association expired"""
"Jul 12 11:58:45","opdc-ap-1a4","Tyler-Corp2","4557a695-221a-45bc-9475-1023cb7ea59b","WPA","WPA authentication",""""""
"Jul 12 11:58:45","opdc-ap-1a4","Tyler-Corp2","4557a695-221a-45bc-9475-1023cb7ea59b","802.11","802.11 association","""channel: 157, rssi: 47, band: 5"""
"Jul 12 11:58:43","opdc-ap-2a6","Tyler-Guest","42:bb:fb:e6:d5:b0","802.11","802.11 association","""channel: 11, rssi: 37, band: 2"""
"Jul 12 11:58:42","opdc-ap-2a3","Tyler-Guest","b6:7f:43:71:d0:96","802.11","802.11 association","""channel: 40, rssi: 45, band: 5"""
"Jul 12 11:58:40","opdc-ap-2a4","Tyler-Guest","b6:7f:43:71:d0:96","802.11","802.11 disassociation","""client association expired"""
"Jul 12 11:58:37","opdc-ap-2a4","Tyler-Guest","b6:7f:43:71:d0:96","802.11","802.11 association","""channel: 48, rssi: 32, band: 5"""
"Jul 12 11:58:36","opdc-ap-2a3","Tyler-Guest","b6:7f:43:71:d0:96","802.11","802.11 disassociation","""client association expired"""
"Jul 12 11:58:34","opdc-ap-1a8","Tyler-Guest","Android","802.11","802.11 disassociation","""client not authenticated"""
"Jul 12 11:58:34","opdc-ap-1a8","Tyler-Guest","Android","802.11","802.11 disassociation","""client not authenticated"""
"Jul 12 11:58:34","opdc-ap-1a8","Tyler-Guest","Android","802.11","802.11 disassociation","""client not authenticated"""
"Jul 12 11:58:34","opdc-ap-1a8","Tyler-Guest","Android","802.11","802.11 disassociation","""client not authenticated"""
"Jul 12 11:58:34","opdc-ap-1a8","Tyler-Guest","Android","802.11","802.11 disassociation","""client not authenticated"""
"Jul 12 11:58:33","opdc-ap-1a8","Tyler-Guest","Android","802.11","802.11 disassociation","""client not authenticated"""
"Jul 12 11:58:33","opdc-ap-1a8","Tyler-Guest","Android","802.11","802.11 disassociation","""client not authenticated"""
"Jul 12 11:58:33","opdc-ap-1a8","Tyler-Guest","Android","802.11","802.11 disassociation","""client not authenticated"""
"Jul 12 11:58:33","opdc-ap-1a8","Tyler-Guest","Android","802.11","802.11 disassociation","""client not authenticated"""
"Jul 12 11:58:33","opdc-ap-1a8","Tyler-Guest","Android","802.11","802.11 disassociation","""client not authenticated"""
"Jul 12 11:58:32","opdc-ap-1a8","Tyler-Corp2","4557a695-221a-45bc-9475-1023cb7ea59b","WPA","WPA authentication",""""""
"Jul 12 11:58:32","opdc-ap-1a8","Tyler-Corp2","4557a695-221a-45bc-9475-1023cb7ea59b","802.11","802.11 association","""channel: 44, rssi: 59, band: 5"""
"Jul 12 11:58:32","opdc-ap-2a3","Tyler-Guest","b6:7f:43:71:d0:96","802.11","802.11 association","""channel: 40, rssi: 45, band: 5"""
"Jul 12 11:58:32","opdc-ap-1a8","Tyler-Guest","Android","802.11","802.11 disassociation","""client not authenticated"""
"Jul 12 11:58:32","opdc-ap-1a8","Tyler-Guest","Android","802.11","802.11 disassociation","""client not authenticated"""
"Jul 12 11:58:32","opdc-ap-1a8","Tyler-Guest","Android","802.11","802.11 disassociation","""client not authenticated"""
"Jul 12 11:58:32","opdc-ap-1a8","Tyler-Guest","Android","802.11","802.11 disassociation","""client not authenticated"""
"Jul 12 11:58:31","opdc-ap-1a8","Tyler-Guest","Android","802.11","802.11 disassociation","""client not authenticated"""
"Jul 12 11:58:31","opdc-ap-1a8","Tyler-Guest","Android","802.11","802.11 disassociation","""client not authenticated"""
"Jul 12 11:58:31","opdc-ap-1a8","Tyler-Guest","Android","802.11","802.11 disassociation","""client not authenticated"""
"Jul 12 11:58:31","opdc-ap-1a8","Tyler-Guest","Android","802.11","802.11 disassociation","""client not authenticated"""
"Jul 12 11:58:31","opdc-ap-1a8","Tyler-Guest","Android","802.11","802.11 disassociation","""client not authenticated"""
"Jul 12 11:58:31","opdc-ap-1a8","Tyler-Guest","Android","802.11","802.11 disassociation","""client not authenticated"""
"Jul 12 11:58:30","opdc-ap-1a8","Tyler-Guest","Android","802.11","802.11 disassociation","""client not authenticated"""
"Jul 12 11:58:30","opdc-ap-1a8","Tyler-Guest","Android","802.11","802.11 disassociation","""client not authenticated"""
"Jul 12 11:58:30","opdc-ap-1a8","Tyler-Guest","Android","802.11","802.11 disassociation","""client not authenticated"""
"Jul 12 11:58:30","opdc-ap-1a8","Tyler-Guest","Android","802.11","802.11 disassociation","""client not authenticated"""
"Jul 12 11:58:30","opdc-ap-1a8","Tyler-Guest","Android","802.11","802.11 disassociation","""client not authenticated"""
"Jul 12 11:58:29","opdc-ap-1a8","Tyler-Guest","Android","802.11","802.11 disassociation","""client not authenticated"""
"Jul 12 11:58:29","opdc-ap-2a2","Tyler-Guest","b6:7f:43:71:d0:96","802.11","802.11 disassociation","""client association expired"""
"Jul 12 11:58:29","opdc-ap-1a8","Tyler-Guest","Android","802.11","802.11 disassociation","""client not authenticated"""
"Jul 12 11:58:29","opdc-ap-1a8","Tyler-Guest","Android","802.11","802.11 disassociation","""client not authenticated"""
"Jul 12 11:58:28","opdc-ap-1a8","Tyler-Guest","Android","802.11","802.11 disassociation","""client not authenticated"""
"Jul 12 11:58:28","opdc-ap-1a8","Tyler-Guest","Android","802.11","802.11 disassociation","""client not authenticated"""
"Jul 12 11:58:28","opdc-ap-1a8","Tyler-Guest","Android","802.11","802.11 disassociation","""client not authenticated"""
"Jul 12 11:58:28","opdc-ap-1a8","Tyler-Guest","Android","802.11","802.11 disassociation","""client not authenticated"""
"Jul 12 11:58:28","opdc-ap-1a8","Tyler-Guest","Android","802.11","802.11 disassociation","""client not authenticated"""
"Jul 12 11:58:28","opdc-ap-1a8","Tyler-Guest","Android","802.11","802.11 disassociation","""client not authenticated"""
"Jul 12 11:58:27","opdc-ap-1a8","Tyler-Guest","Android","802.11","802.11 disassociation","""client not authenticated"""
"Jul 12 11:58:26","opdc-ap-1a8","Tyler-Guest","Android","802.11","802.11 disassociation","""client not authenticated"""
"Jul 12 11:58:26","opdc-ap-1a8","Tyler-Guest","Android","802.11","802.11 disassociation","""client not authenticated"""
"Jul 12 11:58:26","opdc-ap-1a8","Tyler-Guest","Android","802.11","802.11 disassociation","""client not authenticated"""
"Jul 12 11:58:26","opdc-ap-1a8","Tyler-Guest","Android","802.11","802.11 disassociation","""client not authenticated"""
"Jul 12 11:58:25","opdc-ap-2a2","Tyler-Guest","b6:7f:43:71:d0:96","802.11","802.11 association","""channel: 1, rssi: 47, band: 2"""
"Jul 12 11:58:25","opdc-ap-1a8","Tyler-Guest","Android","802.11","802.11 disassociation","""client not responding"""
"Jul 12 11:58:25","opdc-ap-1a8","Tyler-Guest","Android","WPA","WPA deauthentication","""radio: 1, vap: 0, client_mac: 00:FC:8B:5B:5F:83"""
"Jul 12 11:58:24","opdc-ap-2a1","Tyler-Guest","b6:7f:43:71:d0:96","802.11","802.11 disassociation","""client association expired"""
"Jul 12 11:58:21","opdc-ap-2a15","Tyler-Guest","C02DQ2MQMD6R-3093","WPA","WPA authentication",""""""
"Jul 12 11:58:21","opdc-ap-2a15","Tyler-Guest","C02DQ2MQMD6R-3093","802.11","802.11 association","""channel: 52, rssi: 52, band: 5"""
"Jul 12 11:58:21","opdc-ap-2a1","Tyler-Guest","b6:7f:43:71:d0:96","802.11","802.11 association","""channel: 6, rssi: 48, band: 2"""
"Jul 12 11:58:18","opdc-ap-2a15","Tyler-Corp","C02DQ2MQMD6R-3093","802.11","802.11 disassociation","""client has left AP"""
"Jul 12 11:58:17","opdc-ap-2a15","Tyler-Corp","C02DQ2MQMD6R-3093","802.11","802.11 association","""channel: 52, rssi: 52, band: 5"""
"Jul 12 11:58:17","opdc-ap-2a15","Tyler-Corp","C02DQ2MQMD6R-3093","802.1X","RADIUS response","""radio: 1, vap: 1, group: """
"Jul 12 11:58:17","opdc-ap-2a3","Tyler-Guest","b6:7f:43:71:d0:96","802.11","802.11 disassociation","""client association expired"""
"Jul 12 11:58:14","opdc-ap-1a9","Tyler-Corp2","4557a695-221a-45bc-9475-1023cb7ea59b","WPA","WPA authentication",""""""
"Jul 12 11:58:14","opdc-ap-1a9","Tyler-Corp2","4557a695-221a-45bc-9475-1023cb7ea59b","802.11","802.11 association","""channel: 140, rssi: 50, band: 5"""
"Jul 12 11:58:13","opdc-ap-2a3","Tyler-Guest","b6:7f:43:71:d0:96","802.11","802.11 association","""channel: 40, rssi: 52, band: 5"""
"Jul 12 11:58:13","opdc-ap-2a3","Tyler-Guest","b6:7f:43:71:d0:96","802.11","802.11 disassociation","""client association expired"""
"Jul 12 11:58:11","opdc-ap-1a9","Tyler-Corp2","4557a695-221a-45bc-9475-1023cb7ea59b","802.11","802.11 disassociation","""client not responding"""
"Jul 12 11:58:09","opdc-ap-2a3","Tyler-Guest","b6:7f:43:71:d0:96","802.11","802.11 association","""channel: 40, rssi: 46, band: 5"""
"Jul 12 11:58:06","opdc-ap-1a13","Tyler-Corp","5240030d-832c-4392-bb90-301bdcad198d","802.11","802.11 disassociation","""previous authentication expired"""
"Jul 12 11:58:02","opdc-ap-2a13","Tyler-Corp","5240030d-832c-4392-bb90-301bdcad198d","802.11","802.11 disassociation","""previous authentication expired"""
"Jul 12 11:58:00","opdc-ap-1a10","Tyler-Corp2","4557a695-221a-45bc-9475-1023cb7ea59b","WPA","WPA authentication",""""""
"Jul 12 11:58:00","opdc-ap-1a10","Tyler-Corp2","4557a695-221a-45bc-9475-1023cb7ea59b","802.11","802.11 association","""channel: 60, rssi: 52, band: 5"""
"Jul 12 11:57:59","opdc-ap-2a3","Tyler-Guest","42:bb:fb:e6:d5:b0","802.11","802.11 disassociation","""client association expired"""
"Jul 12 11:57:56","opdc-ap-1a7","Tyler-Corp","Robs-iPhone","802.11","802.11 disassociation","""previous authentication expired"""
"Jul 12 11:57:55","opdc-ap-2a3","Tyler-Guest","42:bb:fb:e6:d5:b0","802.11","802.11 association","""channel: 40, rssi: 52, band: 5"""
"Jul 12 11:57:51","opdc-ap-2a5","Tyler-Guest","d6:89:ff:a5:e6:f5","802.11","802.11 disassociation","""client association expired"""
"Jul 12 11:57:49","opdc-ap-2a3","Tyler-Guest","b6:7f:43:71:d0:96","802.11","802.11 disassociation","""client association expired"""
"Jul 12 11:57:48","opdc-ap-2a5","Tyler-Guest","d6:89:ff:a5:e6:f5","802.11","802.11 association","""channel: 100, rssi: 46, band: 5"""
"Jul 12 11:57:45","opdc-ap-2a3","Tyler-Guest","b6:7f:43:71:d0:96","802.11","802.11 association","""channel: 40, rssi: 56, band: 5"""
"Jul 12 11:57:43","opdc-ap-1a12","Tyler-Corp2","76:e0:5f:c5:7c:40","802.11","802.11 disassociation","""client association expired"""
"Jul 12 11:57:42","opdc-ap-1a11","Tyler-Corp2","4557a695-221a-45bc-9475-1023cb7ea59b","WPA","WPA authentication",""""""
"Jul 12 11:57:42","opdc-ap-1a11","Tyler-Corp2","4557a695-221a-45bc-9475-1023cb7ea59b","802.11","802.11 association","""channel: 52, rssi: 47, band: 5"""
"Jul 12 11:57:39","opdc-ap-1a12","Tyler-Corp2","76:e0:5f:c5:7c:40","802.11","802.11 association","""channel: 165, rssi: 42, band: 5"""
"Jul 12 11:57:35","opdc-ap-2a3","Tyler-Guest","BV591J3","WPA","WPA authentication",""""""
"Jul 12 11:57:35","opdc-ap-2a3","Tyler-Guest","BV591J3","802.11","802.11 association","""channel: 40, rssi: 63, band: 5"""
"Jul 12 11:57:32","opdc-ap-2a5","Tyler-Guest","b6:7f:43:71:d0:96","802.11","802.11 disassociation","""client association expired"""
"Jul 12 11:57:32","opdc-ap-1a9","Tyler-Corp2","4557a695-221a-45bc-9475-1023cb7ea59b","WPA","WPA authentication",""""""
"Jul 12 11:57:32","opdc-ap-1a9","Tyler-Corp2","4557a695-221a-45bc-9475-1023cb7ea59b","802.11","802.11 association","""channel: 140, rssi: 51, band: 5"""
"Jul 12 11:57:29","opdc-ap-2a5","Tyler-Guest","b6:7f:43:71:d0:96","802.11","802.11 association","""channel: 100, rssi: 40, band: 5"""
"Jul 12 11:57:26","opdc-ap-1a6","Tyler-Corp","0a:29:e8:8f:f3:69","802.11","802.11 disassociation","""client not responding"""
"Jul 12 11:57:21","opdc-ap-2a15","Tyler-Corp","C02DQ2MQMD6R-3093","802.11","802.11 disassociation","""previous authentication expired"""
